Ticket,Date,Location,Company Complaining About,Description
# 3796203 - Gross NFL Superbowl half - time show,2/3/2020 11:35:05 AM,"Fremont, Ohio 43420 - 2757",,"My wife and I watched the NFL Superbowl half - time show in utter dismay and disgust. The two female performers and back up dancers were lewd and pornographic in their numbers. What has happened to the ""contemporary community standard s"" as this show did not comply. You need to hold Pepsi, Fox and the NFL accountable for this ugly display. It was certainly not Family oriented show and was in sharp and disappointing contrast to the patriotic opening of the Super Bowl."
# 3796208 - Super Bowl Halftime Show was Disgusting,2/3/2020 11:35:37 AM,"Provo, Utah 84604",,"I know my opinion won't make a bit of difference, but I want you to know I was disgusted with the halftime show at the Super Bowl. I am sitting there with my 2 teenage sons, while we saw quite a few is this good for anyone except for the performers who will make money off the publicity? I could hardly believe it when I saw J.Lo start off her bit holding onto a pole...was she going to do a pole dance? Then she comes down the stairs in a little thing that barely covered her genitals. Then she turns around and does a twerk motion with her bare butt right in the camera? I have the image of JLo's open butt right in front eyes...that's when I changed the station. My sons had to go to bed with the image of JLo open rear end... Seriously, the irony of it all. I was seeing ads for women during the super bowl, an ad noting the female coach for San Fran. 49ers, the ad with a woman astronaut, but then I get Shakira singing while she ties her arms up like sh e is in bondage...? Are you freaking kidding me! This just put the women's movement, time's up what liberates women is knowing they don't have to be sex nature that should be promoted not the pleasure their body will provide. Shakira will make money off this...but at what cost to the rest of us? Did Fox preview the show? If they did, which they should have, they should have said it was too sexy for a show meant for families. You know parents are fighting to keep their kids pure in a media culture that is determin ed to rob them of a clean, positive and wholesome society. I hope this complaint gets to someone that can make a difference."
# 3796214 - Super Bowl Half Tim e Show,2/3/2020 11:36:12 AM,"Gresham, Oregon 97080",,"This show was nothing but hyper - sexualized foolishness. What are we telling our kids? Do you want your daughter to aspire to be like the people on that stage? Whoever is responsible for this trash should be punished, fined whatever."
# 3796217 - Super Bowl Halftime Show,2/3/2020 11:37:08 AM,"Denver, Pennsylvania 17517",Fox,"The NFL are hypocrites, On one hand they fine their players for the abuse they do to women and children and on the other hand promote sleaziness on their half time show. What type of message are they trying to send, th at it is ok for young girls to get the idea that it is somehow acceptable to show your butt and crotch to the world ? How about presenting a wholesome image for family's to respect an gain value from. NFL and Fox should be fined severely for promoting such trash in a prime time event"
# 3796225 - Super Bowl Halftime Show,2/3/2020 11:39:36 AM,"Chesterfield, Virginia 23225",,"I'm very disappointed that Fox considers this family friendly entertainment. The majority of it was kind of ok. There were way too many shot of barely covered rear ends and way too many crotch sh ots. I don't know if the performer was to blame or the camera man or both. I have a fun time explaining to my child why someone prances around on tv in barely there clothing and gyrates on a stripper pole. Other than the pole, crotch shots, and rear end sh ot it was tolerable but something really needs to be done. Everyone wonders why the Superbowl has lost viewers....ummmm, this is part of the reason why."
# 3796249 - 20 20 Half time show,2/3/2020 11:42:18 AM,"Omaha, Nebraska 68107",,2020 Superbowl Half Time Show Las Vegas performing on prime time. Pole dancing. This is adult entertainment. They went over the line. His Grand Children were watching the football game with him. Resolution: He feels this was indecent. the dancing was too much. ***CTR394 - phone ***
# 3796274 - Super Bowl half time show J - Lo and Shakira,2/3/2020 11:44:09 AM,"Oak Ridge, North Carolina 27310",Spectrum,Disgusting burlesque stripper show during half time during the super bowl which is geared to milli ons Horrible showing kids in cages to our children.
# 3796278 - Super Bowl Half Time Production,2/3/2020 11:44:24 AM,"Eagan, Minnesota 55122",,"I am filing a complaint regarding the half - time performance during the S. Bowl. The provocative dancing and barely - there outfits of the performers were not appropriate for family viewing. The camera angles were purposefully filming certain body parts and angles that were not appropriate for children and prime time viewing in general. Please return to decent, highly talented musicians for the half - time show in the future."
# 3796284 - Super Bowl LIV halftime show,2/3/2020 11:44:55 AM,"Saratoga Springs, Utah 84045",,The performance by Jennifer Lopez and Shakira was explicit and offensive. This needs to be investigated and the tv producers/channel/sponsors should be held responsible.
# 3796286 - 2020 Superbowl halftime show,2/3/2020 11:45:01 AM,"Iowa Colony, Texas 77583",,Jennifer Lopez barely had her crotch covered much like Janet Jackson's breast with the wardrobe malfunction incident in 2004. A family event should not have excessive sexual innuendo in dance numbers. Highly inappropriate on ne twork tv with kids watching! Please prevent this from ever happening in another Superbowl.
# 3796295 - J - Lo's Super Bowl 54 Pornographic Performance,2/3/2020 11: 45:42 AM,"Raytown, Missouri 64133",,"J - Lo's performance was the most pornographic, inappropriate, and outright nasty display of raunchiness seen during a supposedly family - friendly sports event. Many families with children watched this awesome game and were subjected to J - Lo's obscene nastiness of a show. I no longer have children at home; but I was totally offended and refused to watch the rest of the ha lf - time show. If this were any other venue, it would have been classified as an adult film display, especially when there were pole dancers, fallacio simulations, and more sexually - imitated acts . I hope that the FCC still has policies in place that wou ld label J'Lo's performance as pornographic. Fox and J'Lo should be fined significantly to ensure families with children do not have to be subjected to such pornographic displays in the future. Our children deserve better."
# 3796302 - INDECENT SUPER BOWL HALFTIME SHOW,2/3/2020 11:47:06 AM,"Va Beach, Virginia 23451",,A grotesque display of objectification of women televised in front of millions of children and families. Disgusting! NFL should be fined. Halftimes shows should be pre screened for overt sexuality didplays. THIS SHOULD NOT HAPPEN AGAIN!
# 3796311 - Super Bowl halftime show,2/3/2020 11:47:47 AM,"Overland Park, Kansas 66209",,"Gross, inappropriate, designed to titillate, patently offensive, sex for sex's sake"
# 3796316 - Super Bowl halftime,2/3/2020 11:48:52 AM,"Minneapolis, Minnesota 55432",,Why do you allow Fox TV to show such a gross performance by Jennifer Lopez last night? Fox should be fined BIG! Why do we have to be subjected to seeing her ugly 51 year old anus and vagina when we want to watch football. Anyone who wants that crap can go watch porn. But you won't do anything about it!
# 3796330 - Superbowl Halftime show,2/3/2020 11:50:21 AM,"Ellsworth, Kansas 67439",Eagle,i was appalled at the 1/2 time show during superbowl. this is a family event and it turned into an xrated show during halftime with both women. this should not be allowed and the csmeramen that focused on the crotch shots should be also censored.. they sho uld have groups that can turn this back into a family show not debauchery.
# 3796338 - Superbown Half Time Show,2/3/2020 11:51:04 AM,"Midlothian, Virginia 23112",,"Good morning, I was in the kitchen making food when my young children both yelled that they saw Shikira's private parts during the half tim e show. I strongly advise that this be looked into and appropriate fines, etch. take place."
# 3796341 - Super bowl halftime show,2/3/2020 11:51:06 AM,"Worthington, Ohio 43085",AT&T,Disgusting. Ridiculous that young boys need to be sent out of the room and even pissed that my man wou ld have to watch this. They need to stop degrading women this way and turning us into sex objects. How on earth are men ever supposed to respect women when writhing scantily clad women are normalize on our TVs meant for families.
# 3796352 - Super bowl half time show,2/3/2020 11:53:04 AM,"Mcpherson, Kansas 67460",AT&T,"Inappropriate dancing and out fights, grabbing crotches and sexual moves."
# 3 796354 - Half time show,2/3/2020 11:53:11 AM,"Massillon, Ohio U.s., Ohio 44647",,Terribly offensive. Went to the puppy bowl! My daughter called to see if we were watching that garbage and she also turned to the puppy bowl so the kids would not see women demeaning themselves. Do your job!
# 3796365 - Super Bow l 54 Halftime Show,2/3/2020 11:54:31 AM,"Apple Valley, Minnesota 55124",,"I am sorry but the Halftime show of this years Super Bowl was in poor tast e...lots of sexual grinding, Jennifer Lopez showing her behind and thrusting it multiple times in front of the camera was too much for me and my family and we finally turned it off. I was shocked at the sexual extent of this show. Do they not know thousand s of kids and adults, who don't appreciate it, are watching, I recommend you turn off the sound and watch the show? What is being advocated here? What is Pepsi sponsoring? On the edge of pornography. Speaking from a man who has been happily married for som e time my wife and I were both embarrassed as we sat with other friends and their family. Then Jennifer Lopez got on a pole...At that point We watched something else instead. I'm done with the halftime show in the future until they clean it up and offer a show that ALL can appreciate."
